iter	Logloss
178	0.06215595662
179	0.06211214931
180	0.06192385363
181	0.06179563218
182	0.06164823143
183	0.06142367569
184	0.06141919974
185	0.0612312399
186	0.06100033649
187	0.06079257393
188	0.0607758712
189	0.06054163071
190	0.06053740371
191	0.06035398917
192	0.06014352868
193	0.05997925703
194	0.0598476218
195	0.05973301085
196	0.05946723791
197	0.0593977247
198	0.05927729683
199	0.05905394443
200	0.05876380276
201	0.058521847
202	0.05828703661
203	0.0581170394
204	0.05786805082
205	0.0577450409
206	0.05765333615
207	0.05744187351
208	0.05714004007
209	0.05702291066
210	0.05674127517
211	0.05669290711
212	0.05644530341
213	0.05624867096
214	0.05586468411
215	0.05564861183
216	0.05548715317
217	0.05538432086
218	0.05530317449
219	0.05529929368
220	0.05511579697
221	0.05477184517
222	0.05471356536
223	0.05443520781
224	0.05442462293
225	0.05400966063
226	0.05385232819
227	0.05360008259
228	0.05332799238
229	0.05329780305
230	0.05318312997
231	0.05300774821
232	0.05289037836
233	0.05241228661
234	0.05221271062
235	0.05200474116
236	0.05198236374
237	0.05188256234
238	0.0515951593
239	0.0514719299
240	0.05130395989
241	0.05129407666
242	0.0509812938
243	0.05065320091
244	0.05056914293
245	0.05056618497
246	0.05045874327
247	0.05009655974
248	0.05008443483
249	0.05003082705
250	0.0497254421
251	0.04942180643
252	0.0492542455
253	0.04910634223
254	0.04891203436
255	0.04881390536
256	0.04879520114
257	0.04853162238
258	0.04838053244
259	0.04837406784
260	0.04822483723
261	0.04786158803
262	0.04785287367
263	0.04775961367
264	0.04770353003
265	0.04745132746
266	0.04701258494
267	0.04689469267
268	0.04677273332
269	0.04656203997
270	0.04629612855
271	0.04603344405
272	0.04591239361
273	0.04588490587
274	0.04556511744
275	0.04542337666
276	0.04518610133
277	0.04494661011
278	0.04468004286
279	0.04459274932
280	0.04439609246
281	0.04425240252
282	0.04424654471
283	0.04402762253
284	0.04370062684
285	0.04352987054
286	0.04339678831
287	0.04316838848
288	0.04302335887
289	0.0429939632
290	0.04288304417
291	0.0428770888
292	0.04267824488
293	0.04241132996
294	0.04237223236
295	0.04234353824
296	0.04214709067
297	0.04190066726
298	0.04176841317
299	0.04165193875
300	0.04160648327
301	0.04138022685
302	0.04136428392
303	0.04127707787
304	0.04122998146
305	0.04111882067
306	0.04089536724
307	0.04081430295
308	0.04068355098
309	0.04055862207
310	0.04042626006
311	0.04031859703
312	0.04011743742
313	0.04006986907
314	0.03995630322
315	0.03987968673
316	0.03984974419
317	0.03970622716
318	0.03955621803
319	0.03951927569
320	0.03934331599
321	0.03922861052
322	0.03915032227
323	0.03913496102
324	0.03912053132
325	0.03904936708
326	0.0388576451
327	0.03877382605
328	0.03869604618
329	0.03857300328
330	0.03841484657
331	0.03826310349
332	0.03801370865
333	0.03798074771
334	0.03786149036
335	0.03766130865
336	0.03760488745
337	0.03749415807
338	0.03737989986
339	0.03719308102
340	0.03708623044
341	0.03694064475
342	0.03685276031
343	0.03673035845
344	0.03665165882
345	0.03639308392
346	0.03620913299
347	0.03609931396
348	0.03609323301
349	0.03595315694
350	0.0357577436
351	0.03559891888
352	0.03557191621
353	0.03541601257
354	0.03531212668
355	0.03517891416
356	0.03502622248
357	0.03497630098
358	0.03495901378
359	0.03484019481
360	0.03465000228
361	0.03455302913
362	0.03448449644
363	0.03434013094
364	0.03432709552
365	0.03420321951
366	0.03408617867
367	0.0339901688
368	0.03380894127
369	0.03375997719
370	0.03366488105
371	0.03348924144
372	0.03340907167
373	0.03325918882
374	0.03320705458
375	0.03307417852
376	0.03289147369
377	0.03288291067
378	0.03282621867
379	0.03273982376
380	0.03268150596
381	0.03262742809
382	0.03256751604
383	0.03249711464
384	0.03245149158
385	0.03234108021
386	0.03223106722
387	0.03215652844
388	0.03200911005
389	0.03198800685
390	0.03184771184
391	0.03173907571
392	0.03160764736
393	0.03150217866
394	0.03134156549
395	0.03129871921
396	0.03119744862
397	0.03105797604
398	0.03094325106
399	0.03089019067
400	0.03085762963
401	0.03081846443
402	0.03068365914
403	0.03055013006
404	0.03043178029
405	0.03031656889
406	0.03021735496
407	0.03010558812
408	0.03001322045
409	0.02988762625
410	0.02974801638
411	0.02966674063
412	0.02958092421
413	0.02940853391
414	0.02935859927
415	0.02930288815
416	0.02929411367
417	0.02925386915
418	0.02921642629
419	0.02906313569
420	0.02893254405
421	0.0288308091
422	0.02875741228
423	0.02872147069
424	0.0285807543
425	0.02852192946
426	0.02841470263
427	0.02834706166
428	0.02833585194
429	0.02823703414
430	0.02820030009
431	0.02810040484
432	0.02798793921
433	0.02789262074
434	0.02780551115
435	0.02768410614
436	0.02760851725
437	0.02756593235
438	0.02752908314
439	0.02742135723
440	0.02738769364
441	0.02729118297
442	0.02710696658
443	0.02703197623
444	0.0269060969
445	0.02682193066
446	0.02674163184
447	0.02668662544
448	0.02660845469
449	0.02656845367
450	0.0264719048
451	0.0264270405
452	0.02629848144
453	0.02611857017
454	0.0260480997
455	0.02597236273
456	0.02592423779
457	0.0257678487
458	0.02573645695
459	0.02572729328
460	0.02565737034
461	0.02556063039
462	0.02550519035
463	0.02540106994
464	0.02531624336
465	0.02520150887
466	0.02516260425
467	0.02509672675
468	0.02496960901
469	0.02495353059
470	0.02488475181
471	0.02487360706
472	0.02482473506
473	0.02475387118
474	0.02470048158
475	0.0246058907
476	0.02453301984
477	0.02442547595
478	0.02438986352
479	0.02434447739
480	0.02430450126
481	0.02425115054
482	0.02417531853
483	0.02412400053
484	0.02404154151
485	0.02397816594
486	0.02388897646
487	0.02383833679
488	0.02383832999
489	0.02383405574
490	0.02378396455
491	0.0237313424
492	0.02370746244
493	0.02361670517
494	0.02361055548
495	0.02354298118
496	0.02347180241
497	0.02340709014
498	0.02331550556
499	0.02328090637
500	0.02324986028
501	0.02317468012
502	0.02310642587
503	0.02301180139
504	0.02295467215
505	0.02291575438
506	0.02285593716
507	0.02282455162
508	0.02278552931
509	0.02276032888
510	0.02270777935
511	0.02260362513
512	0.02258856699
513	0.0225126461
514	0.02245724569
515	0.02236573749
516	0.02233263003
517	0.02226299273
518	0.02225997049
519	0.02219666605
520	0.0221289392
521	0.02211238878
522	0.02206722552
523	0.02198750826
524	0.02197384646
525	0.02191237032
526	0.02184749907
527	0.02180979021
528	0.02173219943
529	0.02162565991
530	0.0215764299
531	0.02149103393
532	0.02143392369
533	0.02141329342
534	0.02135462018
535	0.02132430472
536	0.02128971083
537	0.02126207184
538	0.02122335279
539	0.02118554144
540	0.02118080778
541	0.02117153024
542	0.02114088141
543	0.02111768205
544	0.0210929034
545	0.02106478906
546	0.02102136516
